Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,PostId,TagId,Id,TagName,Count,ExcerptPostId,WikiPostId
"22697","1","23048","","2008-08-22 15:45:11","","347","209134","<p>What's the best framework for creating mock objects in Java? Why? What are the pros and cons of each framework?</p>
","2030","Josh Brown","3434","Apocalisp","2009-01-28 20:05:12","2015-03-04 14:35:35","What's the best mock framework for Java?","<java><unit-testing><mocking>","14","0","198","2011-10-01 12:19:41","","CC BY-SA 2.5","22697","17","17","java","1715860","3624966","3607018"
"5762491","1","","","2011-04-23 05:52:53","","346","363228","<p>How can I print color in console? I want to show data in colors when the processor sends data and in different colors when it receives data.</p>
","721443","","","user7627726","2017-07-24 04:06:35","2020-09-01 13:32:17","How to print color in console using System.out.println?","<java><text><colors>","13","1","180","","","CC BY-SA 3.0","5762491","17","17","java","1715860","3624966","3607018"
"2814805","1","2814831","","2010-05-11 22:12:53","","346","229408","<p>How do you name different classes / interfaces you create?
Sometimes I don't have implementation information to add to the implementation name - like interface <code>FileHandler</code> and class <code>SqlFileHandler</code>.</p>

<p>When this happens I usually name the interface in the ""normal"" name, like <code>Truck</code> and name the actual class <code>TruckClass</code>. </p>

<p>How do you name interfaces and classes in this regard?</p>
","166067","","1281433","","2016-03-11 20:13:18","2018-09-04 17:36:02","Java Interfaces/Implementation naming convention","<java><naming-conventions>","9","3","196","2015-12-11 06:29:55","","CC BY-SA 3.0","2814805","17","17","java","1715860","3624966","3607018"
"2487485","1","2487511","","2010-03-21 14:55:06","","346","199905","<p>What is an artifact and why does Maven need it?</p>
","48062","","3885376","","2014-12-02 16:24:07","2020-09-07 20:23:09","What is a Maven artifact?","<java><build><maven>","9","3","101","","","CC BY-SA 3.0","2487485","17","17","java","1715860","3624966","3607018"
"23453287","1","23476994","","2014-05-04 06:25:21","","345","35425","<p>One of the most useful features of Java 8 are the new <code>default</code> methods on interfaces. There are essentially two reasons (there may be others) why they have been introduced:</p>

<ul>
<li>Providing actual default implementations. Example: <a href=""http://docs.oracle.com/javase/8/docs/api/java/util/Iterator.html#remove--""><code>Iterator.remove()</code></a></li>
<li>Allowing for JDK API evolution. Example: <a href=""http://docs.oracle.com/javase/8/docs/api/java/lang/Iterable.html#forEach-java.util.function.Consumer-""><code>Iterable.forEach()</code></a></li>
</ul>

<p>From an API designer's perspective, I would have liked to be able to use other modifiers on interface methods, e.g. <code>final</code>. This would be useful when adding convenience methods, preventing ""accidental"" overrides in implementing classes:</p>

<pre><code>interface Sender {

    // Convenience method to send an empty message
    default final void send() {
        send(null);
    }

    // Implementations should only implement this method
    void send(String message);
}
</code></pre>

<p>The above is already common practice if <code>Sender</code> were a class:</p>

<pre><code>abstract class Sender {

    // Convenience method to send an empty message
    final void send() {
        send(null);
    }

    // Implementations should only implement this method
    abstract void send(String message);
}
</code></pre>

<p>Now, <code>default</code> and <code>final</code> are obviously contradicting keywords, but the default keyword itself <a href=""http://mail.openjdk.java.net/pipermail/lambda-dev/2012-August/005393.html"">would not have been strictly required</a>, so I'm assuming that this contradiction is deliberate, to reflect the subtle differences between <em>""class methods with body""</em> (just methods) and <em>""interface methods with body""</em> (default methods), i.e. differences which I have not yet understood.</p>

<p>At some point of time, support for modifiers like <code>static</code> and <code>final</code> on interface methods was not yet fully explored, <a href=""http://mail.openjdk.java.net/pipermail/lambda-dev/2011-December/004430.html"">citing Brian Goetz</a>:</p>

<blockquote>
  <p>The other part is how far we're going to go to support class-building 
  tools in interfaces, such as final methods, private methods, protected 
  methods, static methods, etc.  The answer is: we don't know yet</p>
</blockquote>

<p>Since that time in late 2011, obviously, support for <code>static</code> methods in interfaces was added. Clearly, this added a lot of value to the JDK libraries themselves, such as with <a href=""http://docs.oracle.com/javase/8/docs/api/java/util/Comparator.html#comparing-java.util.function.Function-""><code>Comparator.comparing()</code></a>.</p>

<h3>Question:</h3>

<p>What is the reason <code>final</code> (and also <code>static final</code>) never made it to Java 8 interfaces?</p>
","521799","","102937","","2015-06-11 13:25:46","2020-06-03 16:37:23","Why is ""final"" not allowed in Java 8 interface methods?","<java><language-design><java-8><default-method><jsr335>","5","21","122","","","CC BY-SA 3.0","23453287","17","17","java","1715860","3624966","3607018"
"17944","1","17974","","2008-08-20 13:27:40","","344","203326","<p>I'm thinking in particular of how to display pagination controls, when using a language such as C# or Java.</p>

<p>If I have <em>x</em> items which I want to display in chunks of <em>y</em> per page, how many pages will be needed?</p>
","2084","Ian Nelson","6074376","Bill James","2017-11-02 22:29:18","2020-07-21 10:12:15","How to round up the result of integer division?","<c#><java><math>","16","5","88","","","CC BY-SA 3.0","17944","17","17","java","1715860","3624966","3607018"
"299495","1","299555","","2008-11-18 17:36:05","","344","1019558","<p>I have a <a href=""http://download.oracle.com/javase/1.4.2/docs/api/javax/swing/JPanel.html"" rel=""noreferrer"">JPanel</a> to which I'd like to add JPEG and PNG images that I generate on the fly.</p>

<p>All the examples I've seen so far in the <a href=""http://java.sun.com/docs/books/tutorial/uiswing/"" rel=""noreferrer"">Swing Tutorials</a>, specially in the <a href=""http://java.sun.com/docs/books/tutorial/uiswing/examples/components/"" rel=""noreferrer"">Swing examples</a> use <code>ImageIcon</code>s.</p>

<p>I'm generating these images as byte arrays, and they are usually larger than the common icon they use in the examples, at 640x480.</p>

<ol>
<li>Is there any (performance or other) problem in using the ImageIcon class to display an image that size in a JPanel?</li>
<li>What's the <em>usual</em> way of doing it?</li>
<li>How to add an image to a JPanel without using the ImageIcon class?</li>
</ol>

<p><strong>Edit</strong>: A more careful examination of the tutorials and the API shows that you cannot add an ImageIcon directly to a JPanel. Instead, they achieve the same effect by setting the image as an icon of a JLabel. This just doesn't feel right...</p>
","15649","Leonel","2415194","Leonel","2014-01-09 15:21:30","2018-04-24 08:36:39","How to add an image to a JPanel?","<java><image><swing><jpanel>","14","2","107","","","CC BY-SA 3.0","299495","17","17","java","1715860","3624966","3607018"
"221379","1","221422","","2008-10-21 10:17:03","","344","167073","<p>Is it okay to run Hibernate applications configured with <code>hbm2ddl.auto=update</code> to update the database schema in a production environment?</p>
","18722","cretzel","72478","","2009-05-07 17:42:33","2020-06-30 18:32:44","Hibernate: hbm2ddl.auto=update in production?","<java><hibernate><hbm2ddl>","15","2","116","","","CC BY-SA 2.5","221379","17","17","java","1715860","3624966","3607018"
"21488056","1","51439995","","2014-01-31 19:04:08","","344","140620","<p>In Java 8, you can use a method reference to filter a stream, for example:</p>

<pre><code>Stream&lt;String&gt; s = ...;
long emptyStrings = s.filter(String::isEmpty).count();
</code></pre>

<p>Is there a way to create a method reference that is the negation of an existing one, i.e. something like:</p>

<pre><code>long nonEmptyStrings = s.filter(not(String::isEmpty)).count();
</code></pre>

<p>I could create the <code>not</code> method like below but I was wondering if the JDK offered something similar.</p>

<pre><code>static &lt;T&gt; Predicate&lt;T&gt; not(Predicate&lt;T&gt; p) { return o -&gt; !p.test(o); }
</code></pre>
","829571","","3972267","","2018-04-03 10:54:59","2020-06-16 13:09:54","How to negate a method reference predicate","<java><predicate><java-8><negate>","12","3","37","","","CC BY-SA 3.0","21488056","17","17","java","1715860","3624966","3607018"
"2411487","1","3010106","","2010-03-09 18:23:53","","343","107190","<p>I've had instances of our Java code catch a <code>NullPointerException</code>, but when I try to log the StackTrace (which basically ends up calling <code>Throwable.printStackTrace()</code> ), all I get is:</p>

<pre><code>java.lang.NullPointerException
</code></pre>

<p>Has anyone else come across this? I tried googling for ""java null pointer empty stack trace"" but didn't come across anything like this.</p>
","80163","","570689","","2013-02-06 12:48:57","2019-03-01 07:55:14","NullPointerException in Java with no StackTrace","<java><nullpointerexception>","10","6","97","","","CC BY-SA 3.0","2411487","17","17","java","1715860","3624966","3607018"
"5778658","1","5778863","","2011-04-25 13:11:57","","343","323812","<p>I am on the stage of development, where I have two modules and from one I got output as a <code>OutputStream</code> and second one, which accepts only <code>InputStream</code>. Do you know how to convert <code>OutputStream</code> to <code>InputStream</code> (not vice versa, I mean really this way) that I will be able to connect these two parts?</p>

<p>Thanks</p>
","513956","","604004","","2015-10-25 20:23:41","2020-08-17 04:57:52","How to convert OutputStream to InputStream?","<java><inputstream><outputstream>","12","4","69","","","CC BY-SA 3.0","5778658","17","17","java","1715860","3624966","3607018"
"3342651","1","3342668","","2010-07-27 10:28:27","","343","886651","<p>I have tried to delay - or put to sleep - my Java program, but an error occurs.</p>

<p>I'm unable to use <code>Thread.sleep(x)</code> or <code>wait()</code>. The same error message appears: </p>

<blockquote>
  <p>unreported exception java.lang.InterruptedException; must be caught or declared to be thrown.</p>
</blockquote>

<p>Is there any step required before using the <code>Thread.sleep()</code> or <code>wait()</code> methods?</p>
","200876","","6106641","","2017-11-07 16:52:53","2018-03-16 17:33:14","I get exception when using Thread.sleep(x) or wait()","<java><sleep>","13","1","86","","","CC BY-SA 3.0","3342651","17","17","java","1715860","3624966","3607018"
"4350084","1","4350109","","2010-12-03 21:37:11","","342","596501","<p>With Java:</p>

<p>I have a <code>byte[]</code> that represents a file.</p>

<p>How do I write this to a file (ie. <code>C:\myfile.pdf</code>)</p>

<p>I know it's done with InputStream, but I can't seem to work it out.</p>
","432539","","1429387","","2018-11-13 16:54:06","2018-12-18 16:19:34","byte[] to file in Java","<java><arrays><file><io><inputstream>","12","0","52","","","CC BY-SA 2.5","4350084","17","17","java","1715860","3624966","3607018"
"2010284","1","2010290","","2010-01-06 00:54:58","","342","383214","<p>How do I get the current date and time in Java?</p>

<p>I am looking for something that is equivalent to <code>DateTime.Now</code> from C#.</p>
","68183","","208273","","2020-04-30 23:56:52","2020-04-30 23:56:52","How to get the current date and time","<java><datetime>","10","1","30","","","CC BY-SA 4.0","2010284","17","17","java","1715860","3624966","3607018"
"7899525","1","7899558","","2011-10-26 06:54:31","","342","756364","<p>I need to split my String by spaces.
For this I tried:</p>

<pre><code>str = ""Hello I'm your String"";
String[] splited = str.split("" "");
</code></pre>

<p>But it doesn't seem to work.</p>
","909003","","3800782","","2018-09-17 09:58:48","2020-06-21 16:43:10","How to split a String by space","<java><string><split><arrays>","15","5","86","","","CC BY-SA 4.0","7899525","17","17","java","1715860","3624966","3607018"
"3802893","1","17959137","","2010-09-27 10:21:30","","340","205598","<p>How do I find the difference in Days between two <a href=""http://www.joda.org/joda-time/"" rel=""noreferrer"">Joda-Time</a> <a href=""http://www.joda.org/joda-time/apidocs/org/joda/time/DateTime.html"" rel=""noreferrer""><code>DateTime</code></a> instances?
With ‘difference in days’ I mean if start is on Monday and end is on Tuesday I expect a return value of 1 regardless of the hour/minute/seconds of the start and end dates.</p>

<p><code>Days.daysBetween(start, end).getDays()</code> gives me 0 if start is in the evening and end in the morning.</p>

<p>I'm also having the same issue with other date fields so I was hoping there would be a generic way to 'ignore' the fields of lesser significance. </p>

<p>In other words, the months between Feb and 4 March would also be 1, as would the hours between 14:45 and 15:12 be. However the hour difference between 14:01 and 14:55 would be 0.</p>
","15355","","642706","","2014-12-25 09:27:48","2019-09-27 10:31:54","Number of days between two dates in Joda-Time","<java><date><jodatime>","8","0","47","","","CC BY-SA 3.0","3802893","17","17","java","1715860","3624966","3607018"
"11547458","1","11580321","","2012-07-18 17:56:11","","340","389139","<p>What is the difference between <strong>JVM</strong>, <strong>JDK</strong>, <strong>JRE</strong> &amp; <strong>OpenJDK</strong>?</p>

<p>I was programming in Java and I encountered these phrases, what are the differences among them?</p>
","1529594","","2361308","","2019-03-23 08:54:26","2020-06-04 21:41:54","What is the difference between JVM, JDK, JRE & OpenJDK?","<java><jvm><difference>","19","1","182","","","CC BY-SA 4.0","11547458","17","17","java","1715860","3624966","3607018"
"5878952","1","5878986","","2011-05-04 05:23:46","","340","274863","<p>What is the correct way to cast an Int to an enum in Java given the following enum?</p>

<pre><code>public enum MyEnum
{
    EnumValue1,
    EnumValue2
}


MyEnum enumValue = (MyEnum) x; //Doesn't work???
</code></pre>
","314661","","1408212","","2012-06-22 00:18:51","2020-05-23 17:30:23","Cast Int to enum in Java","<java><casting><enums><ordinal>","17","1","48","","","CC BY-SA 3.0","5878952","17","17","java","1715860","3624966","3607018"
"51438","1","8973468","","2008-09-09 09:11:06","","339","394045","<p>I was just wondering how most people fetch a mime type from a file in Java?  So far I've tried two utils: <code>JMimeMagic</code> &amp; <code>Mime-Util</code>.  </p>

<p>The first gave me memory exceptions, the second doesn't close its streams off properly.  I was just wondering if anyone else had a method/library that they used and worked correctly?</p>
","1900","Lee Theobald","3154233","","2014-08-27 06:53:02","2020-05-10 18:14:47","Getting A File's Mime Type In Java","<java><mime>","22","4","108","","","CC BY-SA 3.0","51438","17","17","java","1715860","3624966","3607018"
"7283338","1","7283362","","2011-09-02 12:22:54","","338","624702","<p>Why doesn't <code>Set</code> provide an operation to get an element that equals another element?</p>

<pre><code>Set&lt;Foo&gt; set = ...;
...
Foo foo = new Foo(1, 2, 3);
Foo bar = set.get(foo);   // get the Foo element from the Set that equals foo
</code></pre>

<p>I can ask whether the <code>Set</code> contains an element equal to <code>bar</code>, so why can't I get that element? :(</p>

<p>To clarify, the <code>equals</code> method is overridden, but it only checks one of the fields, not all. So two <code>Foo</code> objects that are considered equal can actually have different values, that's why I can't just use <code>foo</code>.</p>
","900571","","294317","","2017-02-24 19:46:31","2020-06-29 19:18:52","Getting an element from a Set","<java><collections><set><equals>","24","2","63","","","CC BY-SA 3.0","7283338","17","17","java","1715860","3624966","3607018"
"10766492","1","10766502","","2012-05-26 13:05:04","","338","317416","<p>What is the simplest way to reverse this ArrayList?</p>

<pre><code>ArrayList&lt;Integer&gt; aList = new ArrayList&lt;&gt;();

//Add elements to ArrayList object
aList.add(""1"");
aList.add(""2"");
aList.add(""3"");
aList.add(""4"");
aList.add(""5"");

while (aList.listIterator().hasPrevious())
  Log.d(""reverse"", """" + aList.listIterator().previous());
</code></pre>
","1302907","","11724093","","2019-07-08 22:01:38","2019-07-08 22:01:38","What is the Simplest Way to Reverse an ArrayList?","<java><android><arraylist><collections>","10","0","56","","","CC BY-SA 4.0","10766492","17","17","java","1715860","3624966","3607018"
"3732109","1","","","2010-09-17 01:29:04","","337","397207","<p>Is there a way to create a very basic HTTP server (supporting only GET/POST) in Java using just the Java SE API, without writing code to manually parse HTTP requests and manually format HTTP responses? The Java SE API nicely encapsulates the HTTP client functionality in HttpURLConnection, but is there an analog for HTTP server functionality?</p>

<p>Just to be clear, the problem I have with a lot of ServerSocket examples I've seen online is that they do their own request parsing/response formatting and error handling, which is tedious, error-prone, and not likely to be comprehensive, and I'm trying to avoid it for those reasons.</p>

<p>As an example of the manual HTTP manipulation that I'm trying to avoid:</p>

<p><a href=""http://java.sun.com/developer/technicalArticles/Networking/Webserver/WebServercode.html"" rel=""noreferrer"">http://java.sun.com/developer/technicalArticles/Networking/Webserver/WebServercode.html</a></p>
","450155","","157882","","2010-09-17 02:34:27","2019-12-05 13:11:41","simple HTTP server in Java using only Java SE API","<java><http><httpserver>","17","4","132","","","CC BY-SA 2.5","3732109","17","17","java","1715860","3624966","3607018"
"3914404","1","3914498","","2010-10-12 12:00:44","","337","369742","<p>What is the most elegant way to get <a href=""http://en.wikipedia.org/wiki/ISO_8601"" rel=""noreferrer"">ISO 8601</a> formatted presentation of current moment, UTC? It should look like: <code>2010-10-12T08:50Z</code>.</p>

<p>Example: </p>

<pre><code>String iso8601 = DateFormat.getDateTimeInstance(DateFormat.ISO_8601).format(date);
</code></pre>
","187141","","148844","","2018-10-10 03:05:42","2019-10-17 15:59:37","How to get current moment in ISO 8601 format with date, hour, and minute?","<java>","22","4","81","","","CC BY-SA 4.0","3914404","17","17","java","1715860","3624966","3607018"
"1770010","1","1776053","","2009-11-20 11:51:23","","337","427408","<p>I want to have something like this:</p>

<pre><code>public class Stream
{
    public startTime;
    public endTime;

    public getDuration()
    {
        return startTime - endTime;
    }
}
</code></pre>

<p>Also it is important that for example if the startTime it's 23:00 and endTime 1:00 to get a duration of 2:00.</p>

<p>Which types to use in order to accomplish this in Java?</p>
","112100","","466862","","2018-07-10 14:33:15","2018-07-10 14:33:15","How do I measure time elapsed in Java?","<java><time>","15","2","103","2018-07-10 16:33:23","","CC BY-SA 4.0","1770010","17","17","java","1715860","3624966","3607018"
"12505141","1","12505165","","2012-09-20 01:49:34","","337","313783","<p>I have a user object that is sent to and from the server. When I send out the user object, I don't want to send the hashed password to the client. So, I added <code>@JsonIgnore</code> on the password property, but this also blocks it from being deserialized into the password that makes it hard to sign up users when they ain't got a password.</p>

<p>How can I only get <code>@JsonIgnore</code> to apply to serialization and not deserialization? I'm using Spring JSONView, so I don't have a ton of control over the <code>ObjectMapper</code>.</p>

<p>Things I've tried:</p>

<ol>
<li>Add <code>@JsonIgnore</code> to the property</li>
<li>Add <code>@JsonIgnore</code> on the getter method only</li>
</ol>
","155020","","265140","","2019-11-07 09:39:41","2020-08-22 16:28:58","Only using @JsonIgnore during serialization, but not deserialization","<java><json><spring><annotations><jackson>","8","0","93","","","CC BY-SA 4.0","12505141","17","17","java","1715860","3624966","3607018"
"1273139","1","1273149","","2009-08-13 16:35:58","","337","410406","<p>Coming from a Java world into a C# one is there a HashMap equivalent? If not what would you recommend?</p>
","119697","","64767","","2009-08-13 16:58:52","2018-10-18 19:17:02","C# Java HashMap equivalent","<c#><java><hashmap>","7","0","63","","","CC BY-SA 2.5","1273139","17","17","java","1715860","3624966","3607018"
"4112686","1","4113258","","2010-11-06 10:12:13","","336","335421","<p>I'm very new to web apps and Servlets and I have the following question:</p>

<p>Whenever I print something inside the servlet and call it by the webbrowser, it returns a new page containing that text. Is there a way to print the text in the current page using Ajax?</p>
","166067","","426671","","2017-03-22 16:19:18","2018-05-02 15:14:35","How to use Servlets and Ajax?","<java><ajax><jsp><servlets>","7","0","296","","","CC BY-SA 3.0","4112686","17","17","java","1715860","3624966","3607018"
"2396493","1","2396759","","2010-03-07 14:04:45","","336","200864","<p>I was just reading this line:</p>

<blockquote>
  <p>The first thing the format() method does is load a Velocity template from the classpath named output.vm</p>
</blockquote>

<p>Please explain what was meant by classpath in this context, and how I should set the classpath.</p>
","39677","","139985","","2019-06-02 07:44:40","2020-01-22 22:24:46","What is a classpath and how do I set it?","<java><classpath><apache-velocity>","9","0","171","","","CC BY-SA 4.0","2396493","17","17","java","1715860","3624966","3607018"
"8430805","1","13578600","","2011-12-08 12:08:49","","336","243338","<p>I've noticed this pattern in a lot of Android apps and games recently: when clicking the back button to ""exit"" the application, a <code>Toast</code> comes up with a message similar to ""Please click BACK again to exit"".</p>

<p>I was wondering, as I'm seeing it more and more often, is that a built-in feature that you can somehow access in an activity? I've looked at the source code of many classes but I can't seem to find anything about that.</p>

<p>Of course, I can think about a few ways to achieve the same functionality quite easily (the easiest is probably to keep a boolean in the activity that indicates whether the user already clicked once...) but I was wondering if there's something already here.</p>

<p><strong>EDIT</strong>: As @LAS_VEGAS mentioned, I didn't really mean ""exit"" in the traditional meaning. (i.e. terminated) I meant ""going back to whatever was open before the application start activity was launched"", if that makes sense :)</p>
","968632","","4717992","","2016-05-21 12:40:16","2020-05-03 03:36:22","Clicking the back button twice to exit an activity","<java><android><back-button>","45","4","160","","","CC BY-SA 3.0","8430805","17","17","java","1715860","3624966","3607018"
"31215452","1","31420120","","2015-07-03 23:56:36","","336","137785","<p>Intellij Idea 14.1.4
Mac OS X Yosemite 10.10.3 and later.</p>

<p>From the IDE:</p>

<pre><code>Import Project -&gt;
(Chosen directory to import) -&gt;
Import project from external model, Gradle -&gt;
Gradle Home: /usr/local/Cellar/gradle/2.4/libexec
Gradle JVM: Use JAVA_HOME (not defined yet)
</code></pre>

<p>From shell:</p>

<pre><code>echo $JAVA_HOME

/Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home
</code></pre>

<p>(defined in .profile: export JAVA_HOME=""$(/usr/libexec/java_home -v 1.8)""</p>

<p>What am I missing. I have checked other discussions in SO, for example, <a href=""https://stackoverflow.com/questions/30960103/intellij-java-home-variable"">Intellij JAVA_HOME variable</a>, but don't have Project SDK prompt. </p>

<p><img src=""https://i.stack.imgur.com/Dt6zH.png"" alt=""""></p>
","1193781","","4720935","","2017-08-29 09:13:33","2017-11-10 00:13:04","Intellij Idea: Importing Gradle project - getting JAVA_HOME not defined yet","<java><macos><intellij-idea><gradle>","7","2","61","","","CC BY-SA 3.0","31215452","17","17","java","1715860","3624966","3607018"
"9841623","1","9841929","","2012-03-23 15:09:31","","334","555632","<p>I am new to Mockito.</p>

<p>Given the class below, how can I use Mockito to verify that <code>someMethod</code> was invoked exactly once after <code>foo</code> was invoked?</p>

<pre><code>public class Foo
{
    public void foo(){
        Bar bar = new Bar();
        bar.someMethod();
    }
}
</code></pre>

<p>I would like to make the following verification call,</p>

<pre><code>verify(bar, times(1)).someMethod();
</code></pre>

<p>where <code>bar</code> is a mocked instance of <code>Bar</code>.</p>
","584862","","","","","2018-09-26 11:40:50","Mockito : how to verify method was called on an object created within a method?","<java><unit-testing><junit><mockito>","7","3","43","","","CC BY-SA 3.0","9841623","17","17","java","1715860","3624966","3607018"
"6138127","1","6138183","","2011-05-26 12:00:19","","334","425984","<p><strong>In Java, I want to convert this:</strong></p>

<pre><code>https%3A%2F%2Fmywebsite%2Fdocs%2Fenglish%2Fsite%2Fmybook.do%3Frequest_type
</code></pre>

<p><strong>To this:</strong></p>

<pre><code>https://mywebsite/docs/english/site/mybook.do&amp;request_type
</code></pre>

<p><strong>This is what I have so far:</strong></p>

<pre><code>class StringUTF 
{
    public static void main(String[] args) 
    {
        try{
            String url = 
               ""https%3A%2F%2Fmywebsite%2Fdocs%2Fenglish%2Fsite%2Fmybook.do"" +
               ""%3Frequest_type%3D%26type%3Dprivate"";

            System.out.println(url+""Hello World!-------&gt;"" +
                new String(url.getBytes(""UTF-8""),""ASCII""));
        }
        catch(Exception E){
        }
    }
}
</code></pre>

<p>But it doesn't work right.  What are these <code>%3A</code> and <code>%2F</code> formats called and how do I convert them?</p>
","745018","","445131","","2013-04-09 00:28:55","2020-04-14 13:20:26","How to do URL decoding in Java?","<java><url-encoding>","9","4","51","","","CC BY-SA 3.0","6138127","17","17","java","1715860","3624966","3607018"
"693997","1","1565243","","2009-03-29 02:15:24","","334","197192","<p>I have created the following function for checking the connection status:</p>

<pre><code>private void checkConnectionStatus() {
    HttpClient httpClient = new DefaultHttpClient();

    try {
      String url = ""http://xxx.xxx.xxx.xxx:8000/GaitLink/""
                   + strSessionString + ""/ConnectionStatus"";
      Log.d(""phobos"", ""performing get "" + url);
      HttpGet method = new HttpGet(new URI(url));
      HttpResponse response = httpClient.execute(method);

      if (response != null) {
        String result = getResponse(response.getEntity());
        ...
</code></pre>

<p>When I shut down the server for testing the execution waits a long time at line</p>

<pre><code>HttpResponse response = httpClient.execute(method);
</code></pre>

<p>Does anyone know how to set the timeout in order to avoid waiting too long?</p>

<p>Thanks!</p>
","22996","niko","244296","niko","2010-06-19 14:13:30","2019-03-23 09:40:18","How to set HttpResponse timeout for Android in Java","<java><android><timeout><httpresponse>","10","0","145","","","CC BY-SA 2.5","693997","17","17","java","1715860","3624966","3607018"
"18144660","1","18144853","","2013-08-09 10:28:47","","334","579017","<p>Im using Mac only at work and I need to set JAVA_HOME to proper path of JDK. I downloaded JDK, installed it and now I can't find it anywhere. I was looking at the internet for the solution, but there is no folder Libraries/Java.</p>
","1830313","","","","","2015-03-04 17:24:26","What is path of JDK on Mac ?","<macos><java>","5","4","88","2013-08-09 14:20:05","","CC BY-SA 3.0","18144660","17","17","java","1715860","3624966","3607018"
"12438786","1","12439093","","2012-09-15 15:49:19","","333","11642","<p>Take a look at the following two methods:</p>

<pre><code>public static void foo() {
    try {
        foo();
    } finally {
        foo();
    }
}

public static void bar() {
    bar();
}
</code></pre>

<hr>

<p>Running <code>bar()</code> clearly results in a <code>StackOverflowError</code>, but running <code>foo()</code> does not (the program just seems to run indefinitely). <em>Why is that?</em></p>
","1357341","","5885146","","2016-10-03 19:30:22","2018-04-11 00:08:28","Try-finally block prevents StackOverflowError","<java><recursion><stack-overflow><try-finally>","6","10","73","","","CC BY-SA 3.0","12438786","17","17","java","1715860","3624966","3607018"
"2506488","1","2506525","","2010-03-24 09:24:19","","333","487131","<p>I need to know when the <a href=""https://docs.oracle.com/javase/10/docs/api/java/lang/Object.html#finalize()"" rel=""noreferrer""><code>finalize()</code></a> method is called in the <code>JVM</code>. I created a test class which writes into a file when the <code>finalize()</code> method is called by overriding it. It is not executed. Can anybody tell me the reason why it is not executing?</p>
","131565","","402884","","2018-11-13 03:42:05","2019-11-30 11:46:28","When is the finalize() method called in Java?","<java><methods><garbage-collection><call><finalize>","17","4","109","","","CC BY-SA 4.0","2506488","17","17","java","1715860","3624966","3607018"
"20358883","1","20358920","","2013-12-03 18:29:25","","333","294095","<p>Is there a Utility method somewhere that can do this in 1 line? I can't find it anywhere in <code>Collections</code>, or <code>List</code>.</p>

<pre><code>public List&lt;String&gt; stringToOneElementList(String s) {
    List&lt;String&gt; list = new ArrayList&lt;String&gt;();
    list.add(s);
    return list;
}
</code></pre>

<p>I don't want to re-invent the wheel unless I plan on putting fancy rims on it.</p>

<p>Well... the type can be <code>T</code>, and not <code>String</code>. but you get the point. (with all the null checking, safety checks...etc)</p>
","770452","","1486275","","2016-09-06 22:13:12","2020-02-24 22:33:37","How to quickly and conveniently create a one element arraylist","<java><arraylist><collections>","8","6","28","2017-01-13 23:20:06","","CC BY-SA 3.0","20358883","17","17","java","1715860","3624966","3607018"
"41233","1","41241","","2008-09-03 06:10:15","","332","309659","<p>I'm attracted to the neatness that a single file database provides. What driver/connector library is out there to connect and use SQLite with Java.</p>

<p>I've discovered a wrapper library, <a href=""http://www.ch-werner.de/javasqlite/"" rel=""noreferrer"">http://www.ch-werner.de/javasqlite</a>, but are there other more prominent projects available?</p>
","1915","Scott","1915","Scott","2008-09-03 14:56:51","2016-07-27 06:23:19","Java and SQLite","<java><sqlite>","10","0","157","2013-09-06 15:27:03","","CC BY-SA 2.5","41233","17","17","java","1715860","3624966","3607018"
"3280353","1","3280384","","2010-07-19 10:47:56","","332","822585","<p>How do I import a jar in Eclipse?</p>
","395734","","105971","","2014-04-14 21:54:09","2019-10-07 09:38:25","How to import a jar in Eclipse","<java><eclipse><jar>","9","0","91","","","CC BY-SA 3.0","3280353","17","17","java","1715860","3624966","3607018"
"18122336","1","18361713","","2013-08-08 09:22:11","","331","496486","<p>I am using maven to create a dynamic webapp in Eclipse. I added some folders like <code>src/test/java</code> and <code>src/test/resources</code>. Also I changed the library in Java Build Path to obtain the JavaSE-1.7. It's all OK up to here.</p>

<p>When I tried to change the Projects Facet Dynamic Web Module something  went wrong. I had change the Java to 1.7 in the same place. And it still told me, cannot change version of project facet Dynamic Web Module to 3.0.</p>

<p>I have changed everything that would effect the changing I think.</p>
","1404555","","59087","","2015-03-25 19:06:00","2020-08-21 08:48:57","Cannot change version of project facet Dynamic Web Module to 3.0?","<java><eclipse><maven>","31","5","125","","","CC BY-SA 3.0","18122336","17","17","java","1715860","3624966","3607018"
"11123621","1","11125271","","2012-06-20 16:07:11","","331","278364","<p>In an android service I have created thread(s) for doing some background task. </p>

<p>I have a situation where a thread needs to post certain task on main thread's message queue, for example a <code>Runnable</code>.</p>

<p>Is there a way to get <code>Handler</code> of the main thread and post <code>Message</code>/<code>Runnable</code> to it from my other thread ?</p>

<p>Thanks, </p>
","1185422","","4569915","","2019-10-30 07:48:59","2019-10-30 07:48:59","Running code in main thread from another thread","<java><android><multithreading><android-handler>","16","3","77","","","CC BY-SA 4.0","11123621","17","17","java","1715860","3624966","3607018"
